time,DRAM,CPU,Iteration
3896.716622,5052355,112847222,6
3897.081704,6099277,113203261,8
3897.593908,5764431,111558702,12
3899.823251,6095039,111541748,10
3901.310759,6955464,112474230,18
3903.038375,5730523,112474230,14
3903.259024,7171631,117204454,2
3903.792921,5552503,113491482,4
3904.492252,5713569,117560492,0
3905.859367,6285773,112152100,16
3906.715337,5955166,112677680,6
3907.057067,6001791,112847222,8
3907.595387,5306668,112389459,12
3909.82382,5493164,111796061,10
3911.307237,7218255,111846923,18
3913.037547,6010267,111999512,14
3913.324533,6845262,117730035,2
3913.795957,5806817,113423665,4
3914.489652,6569756,117797852,0
3915.856588,6052653,114508734,16
3916.715038,5853441,113474528,6
3917.058774,5675422,112457275,8
3917.593039,4916721,101470947,12
3919.822388,5679660,112355550,10
3921.396481,5645752,111660428,18
3923.038175,5594890,112592909,14
3923.46881,6459554,119035509,2
3923.804091,6281535,112474230,4
3924.486437,5395678,118492974,0
3925.858765,5306668,113135444,16
3926.712613,6010268,112626818,6
3927.058412,5972120,112711589,8
3927.593952,5603366,112525092,12
3929.822905,6090800,111694336,10
3931.322154,6175571,111151801,18
3933.037409,5531311,112050374,14
3933.259012,7387797,114457872,2
3933.815729,6171333,112491184,4
3935.221793,6103515,117730035,0
3935.859927,5891588,114288330,16
3936.715827,5501641,111643473,6
3937.055807,5565220,115068224,8
3937.594073,5382962,113304986,12
3939.857289,4891290,112796360,10
3941.307685,6370545,115017361,18
3943.036289,5772908,112440321,14
3943.258002,6459554,117899577,2
3943.806728,6395975,110592312,4
3944.487058,5103217,119018554,0
3945.859912,5675422,115136041,16
3946.726163,5577935,113169352,6
3947.05795,6184048,112881130,8
3947.59659,5743239,112474230,12
3949.82297,5438063,113186306,10
3951.309076,6493462,115627713,18
3953.035277,5717808,112847222,14
3953.260753,5399916,117730034,2
3953.806335,6209480,110575358,4
3954.491249,6353591,105879042,0
3956.200883,5912780,115169949,16
3956.716014,5891588,112711589,6
3957.056714,5260043,114050971,8
3957.59333,5433824,114390055,12
3959.828895,5268520,113440620,10
3961.306249,5989075,115814209,18
3963.036719,5904303,112931994,14
3963.485489,6489224,117373997,2
3963.808059,6052653,111694336,4
3965.543937,7667541,137973362,0
3966.127379,5073548,115356445,16
3966.715641,5785624,108354357,6
3967.05568,5645752,115085178,8
3967.595556,5560981,113779704,12
3969.822052,5794102,114932590,10
3971.335492,5929735,112745497,18
3973.037206,6353590,113847520,14
3973.257085,6014506,117594401,2
3973.807055,6128947,112999810,4
3974.491526,4467434,90399848,0
3975.857974,6090800,115322537,16
3976.715033,6217957,112779405,6
3977.057249,6061130,112982856,8
3977.594447,4484389,112694634,12
3979.821904,5772908,113033718,10
3981.308174,4772610,107659234,18
3983.038044,5662707,113050673,14
3983.25972,6527371,117492675,2
3983.812659,5984836,115797255,4
3984.491523,5997552,115763346,0
3985.857427,6184048,114423964,16
3986.714757,6251865,113898383,6
3987.055345,5705092,114813911,8
3987.599757,5111694,112508138,12
3989.82061,5628798,115763347,10
3991.307413,6980896,128750271,18
3993.036736,6400214,110829671,14
3993.258976,5929735,117492676,2
3993.804341,6171332,113542345,4
3994.489806,5755955,116644966,0
3995.858237,5828009,114983452,16
3996.71699,6184048,114067925,6
3997.055302,4993015,115475125,8
3997.598121,6222195,112050375,12
3999.822118,6196764,115848117,10
4001.309064,5836487,107320150,18
4003.03717,5607605,114169651,14
4003.258156,6328159,118374295,2
4004.242499,7074145,124409993,4
4004.490567,6175571,115441216,0
4005.858844,5734762,115441217,16
4006.715797,6374783,112796360,6
4007.055093,5404154,103302002,8
4007.59467,5883111,115102132,12
4009.822467,5900065,114796956,10
4011.307672,6650289,113372803,18
4013.035486,6044176,114491780,14
4013.255106,5722046,117255317,2
4013.798729,5577935,102708605,4
4014.489676,6124708,115695530,0
4015.89206,5658468,115305583,16
4016.715694,5853441,114237468,6
4017.057428,5171035,117696126,8
4017.594235,6336636,110371907,12
4019.821868,6035699,116644966,10
4021.309683,6434122,112423367,18
4023.037092,6158617,114237468,14
4023.256106,5688137,119493272,2
4023.808143,6590949,112067328,4
4024.49145,6285773,117034912,0
4025.835358,5637274,114610460,16
4026.716377,6213718,114339192,6
4027.056619,6353590,116356744,8
4027.596274,5476210,117967394,12
4029.82241,6489223,113237169,10
4031.311204,5959405,113864474,18
4033.035451,5238850,114712185,14
4033.256853,6391738,117916531,2
4033.802815,5811055,114118788,4
4034.493373,5878873,115814209,0
4035.856803,6018745,114271375,16
4036.716264,6366306,110541450,6
4037.05819,5917019,113593207,8
4037.593597,5972120,115102132,12
4039.853722,6103516,116560194,10
4041.308493,7841322,123291016,18
4043.034896,5645752,115254720,14
4043.806745,5891588,113796658,4
4044.49091,5942450,118069119,0
4044.705245,6836785,128275554,2
4045.858789,6311205,114186605,16
4046.713619,5209181,116136339,6
4047.057129,5747477,117255317,8
4047.595827,6294251,116814507,12
4049.823927,5853441,103302002,10
4051.309216,6425646,101674398,18
4053.036198,5815294,117119683,14
4053.256119,5323622,93638102,2
4053.792651,5637275,115220812,4
4054.49298,6048415,115000406,0
4055.858186,5594889,115492079,16
4056.715425,5344815,114118788,6
4057.058816,5026924,113881429,8
4057.617296,6417168,114220514,12
4061.306716,7697212,137854682,10
4061.308967,7379320,114050971,18
4063.03569,5713569,114203559,14
4063.288485,5645752,118408203,2
4063.795959,5438063,114525689,4
4064.489704,6234911,117068821,0
4065.903338,5751716,114627415,16
4066.715345,5955166,114135742,6
4067.057558,6234910,114559597,8
4067.610372,6374783,112067328,12
4069.823817,5938212,91908773,10
4071.310838,7112291,115322537,18
4073.036115,5874634,115119087,14
4073.271878,7434421,115593804,2
4073.82306,5959405,114898682,4
4074.492502,5743238,118221707,0
4075.860645,6412930,112033420,16
4076.715019,6006029,113474528,6
4077.058297,5179511,117204455,8
4077.593215,5298191,116678874,12
4080.177689,7298787,129869249,10
4081.312093,6506178,115322537,18
4083.034704,5649991,115678575,14
4083.257176,7341173,112643772,2
4083.785447,5840725,115644667,4
4084.488983,6671482,114118788,0
4086.101436,6959703,115661621,16
4086.713632,5378723,114729140,6
4087.058438,5476210,117797851,8
4087.594481,5162557,116628011,12
4089.826088,6251865,103725857,10
4091.309054,6133186,117780897,18
4093.111995,5611843,117136637,14
4093.257809,7582770,113406711,2
4093.828221,7341173,115814209,4
4094.491138,6184048,116356743,0
4095.875652,6726583,115220811,16
4096.716893,5717807,114898681,6
4097.05734,5692376,117797852,8
4097.594498,5688137,118170844,12
4099.824407,6891886,114695231,10
4101.473899,6959703,117068821,18
4103.036513,5883111,105607775,14
4103.265168,7383559,116560194,2
4103.823337,6518894,119544135,4
4104.490659,5802578,118815105,0
4105.859135,5666945,111779107,16
4106.714928,6010268,114576552,6
4107.05565,5709331,116882324,8
4107.599236,6167094,114898682,12
4109.824257,6811354,115475125,10
4111.312457,7146200,114746093,18
4113.037329,6573995,117255317,14
4113.256976,6802876,112643772,2
4113.806425,5467733,116865370,4
4114.493544,7209778,116848415,0
4115.885801,6251865,113050673,16
4116.952604,5743238,114305284,6
4117.056361,5785624,118509928,8
4117.593869,6349352,114542643,12
4119.824074,6764730,115322537,10
4121.31418,6391737,117526585,18
4123.038831,6357829,118153890,14
4123.259637,6031461,114576552,2
4123.8242,5878872,115390353,4
4124.48949,6480747,117594401,0
4125.859153,5925496,115966797,16
4126.71663,5755955,116797553,6
4127.08567,6247626,116034614,8
4127.600664,6226434,111304389,12
4129.851218,6311205,113915337,10
4131.411777,6256103,116899278,18
4133.035994,6624857,116238064,14
4133.256138,7197062,115441216,2
4133.823338,6311205,117679173,4
4134.491444,6735060,116119385,0
4135.860308,5904304,103115506,16
4136.715585,6718105,103725858,6
4137.058106,6179810,115678575,8
4137.596143,5878872,113745796,12
4139.823418,5980597,117882623,10
4141.312665,6315444,118492974,18
4143.040012,6188287,115339491,14
4143.259555,6760491,114373101,2
4143.824858,6256103,118628607,4
4144.490967,6459554,118560791,0
4145.886462,6268819,126970079,16
4146.744418,6073846,117780897,6
4147.055618,5276998,119188097,8
4147.595739,5972120,117153591,12
4149.82236,5683899,118696425,10
4151.310934,6340874,118408203,18
4153.037972,6417169,117831760,14
4153.256042,6298489,115593805,2
4153.837339,5471972,114000109,4
4154.491805,7023282,115576850,0
4155.857974,6056891,105200873,16
4156.718176,6849501,112999810,6
4157.056651,5522834,118747287,8
4157.594218,5794102,113728841,12
4159.827771,5955167,116322835,10
4161.309952,6213718,117713081,18
4163.03803,6595187,117153592,14
4163.424391,5645752,119069417,2
4163.799582,6116231,111779107,4
4165.894937,6243388,117051867,16
4165.993401,7370842,128682455,0
4166.715057,6417169,112592909,6
4167.059542,5624559,117221409,8
4167.591429,4713270,112016466,12
4169.986587,5811055,118899875,10
4173.035233,5094740,117746989,14
4173.258163,6379022,117441813,2
4173.830538,5412631,99538167,4
4174.453121,8091397,154181586,18
4174.492138,5739000,106438531,0
4176.583649,7052952,129208035,16
4176.716495,5764431,115152995,6
4177.05859,5459255,115085178,8
4177.596085,5828010,116543240,12
4179.823423,6650289,114339193,10
4181.308181,4467434,82397461,18
4183.034889,5645752,119103325,14
4183.266909,6841023,119052463,2
4183.823378,5344815,114796957,4
4184.490527,6527371,116628011,0
4185.86291,5819532,105862087,16
4186.778942,5645752,114712185,6
4187.0561,5505880,118509928,8
4187.596036,5823771,116543240,12
4189.825029,5671183,116017659,10
4191.766914,6853740,118086073,18
4193.036958,5552504,116373698,14
4193.259129,6535848,120697022,2
4194.058791,6696913,126580132,4
4195.212571,6073846,118001302,0
4195.860591,5713569,118865967,16
4196.743261,6417168,118187799,6
4197.057441,5755954,118357341,8
4197.597817,5798340,116255019,12
4199.825535,5493164,114423964,10
4201.308594,7091098,118560791,18
4203.037372,6251865,113389757,14
4203.258455,6387499,118153890,2
4203.802268,4327562,102572971,4
4204.492005,6629096,114695231,0
4205.863272,6976657,116458469,16
4206.717888,6065369,114508734,6
4207.055515,5582174,117696126,8
4207.613541,6044176,116661919,12
4209.822152,5183750,117526584,10
4211.979436,8019341,116119385,18
4213.036942,5806817,116865370,14
4213.256936,6294251,116577148,2
4213.830176,5582174,116814507,4
4215.015747,7531908,116492377,0
4215.859292,6018745,117899577,16
4216.945444,6124708,114542644,6
4217.059306,6022983,112898085,8
4217.594264,7141961,111863878,12
4219.834125,6658766,112287734,10
4223.03785,5103217,117967394,14
4223.2583,5989074,118984646,2
4223.314376,8218554,140838623,18
4223.822751,5823771,117238363,4
4224.496994,6989373,113949246,0
4225.861326,6874932,117713080,16
4226.716923,4870097,115831163,6
4227.057398,5895827,113220215,8
4227.594766,6078084,111779107,12
4229.824115,5993313,113372802,10
4231.308953,4980299,94807943,18
4233.03764,6018745,117153592,14
4233.25755,6429884,115763347,2
4233.805734,5633036,116678874,4
4234.491062,7281833,114356147,0
4235.951891,6663005,117340088,16
4236.718122,4628500,118408203,6
4237.061564,6111993,113118489,8
4237.600597,5616082,103030735,12
4239.825979,6527371,117458768,10
4241.339054,6404453,117763943,18
4243.036614,6506178,116390652,14
4243.263589,6705391,117662217,2
4243.830341,6082323,115729438,4
4244.488542,6557041,117255317,0
4245.858173,5683899,119120280,16
4246.729585,6090800,116102430,6
4247.088748,7057189,114339193,8
4247.597678,5815294,117441813,12
4249.822558,6425646,114593505,10
4251.306547,5637275,117153592,18
4253.036466,5836487,117543538,14
4253.257957,6514655,117238363,2
4253.824775,6260342,118255615,4
4254.491285,6675720,117390950,0
4256.561793,6582472,130038791,16
4256.716694,6128947,113898384,6
4257.058114,6065369,116746690,8
4257.593684,6726583,117780897,12
4259.885758,5895826,114796957,10
4261.308138,6285773,117797851,18
4263.037298,5849202,117797852,14
4263.258654,6234910,114627414,2
4263.805786,6082323,117340088,4
4264.494814,5493164,117611356,0
4265.860691,5844964,105506050,16
4266.837464,5476209,120239258,6
4267.058302,5836487,118459066,8
4267.596313,6095039,118882921,12
4269.826476,5747478,118645562,10
4271.343108,8443197,120934381,18
4273.035063,5675422,118221706,14
4273.25822,5938213,118459066,2
4273.831223,6281535,114491780,4
4274.549128,7976956,120103624,0
4275.861272,6760491,112898085,16
4276.717032,5866157,116814507,6
4277.06287,6616380,114067926,8
4277.59349,6290011,116288927,12
4279.825399,6298489,116322835,10
4281.306037,5378723,104844835,18
4283.043524,5476210,115458171,14
4283.257874,6281534,117323134,2
4283.825902,6832547,120069716,4
4284.489124,6128947,106082492,0
4285.860111,7002089,118764241,16
4286.716854,5828010,112287733,6
4287.059665,5870396,119442410,8
4287.5951,5798340,114881728,12
4289.829792,6260342,117373997,10
4291.310728,6095038,114864773,18
4293.037136,6989373,113813612,14
4293.264108,6451077,118509928,2
4293.827361,6951226,117187500,4
4294.48745,5137126,116746691,0
4295.857878,6735060,117831760,16
4296.719727,6349351,120663113,6
4297.06001,6124708,117187500,8
4297.594166,5577935,113728841,12
4299.825167,6603665,116577148,10
4301.309465,7243686,113813612,18
4303.03754,6124708,117526584,14
4303.259343,6599427,120222304,2
4303.798873,6713867,116085476,4
4304.487156,6141662,116695828,0
4306.056468,6124708,114305284,16
4306.756704,6052653,118747288,6
4307.055949,5726285,115509033,8
4307.595531,5162557,117662218,12
4309.829207,6264580,118425157,10
4311.330211,6607904,115220812,18
4313.039445,7603964,114491781,14
4313.305413,8400811,117357042,2
4313.830913,6463793,116950141,4
4314.489096,5929735,116577148,0
4315.860044,6442600,114440918,16
4316.71636,6277297,114813910,6
4317.066617,7175869,119832356,8
4317.593169,6290012,116763644,12
4319.823248,7146200,116407607,10
4321.308323,6052653,115542941,18
4323.037317,5836486,113406711,14
4323.259064,7239447,117679172,2
4323.824569,6315443,117746989,4
4325.861265,6476508,114695231,16
4326.716967,5861918,119408502,6
4327.060255,6412930,105353462,8
4327.593681,5984836,117814806,12
4327.913331,7938809,164116753,0
4329.876193,5921258,116577148,10
4331.430569,6836785,129818387,18
4333.038659,6434123,115458171,14
4333.257077,6997851,115288628,2
4333.8152,6607903,117492676,4
4334.491267,4208883,69224040,0
4335.857048,5870395,115576851,16
4336.716175,6099277,117780897,6
4337.184652,7735358,128258599,8
4337.592337,5811056,119764540,12
4339.823134,5370246,118849013,10
4341.311297,6247626,105556912,18
4343.036788,5802579,113288031,14
4343.336571,6997850,112186009,2
4343.827108,6111993,116594103,4
4344.490685,6095038,117458768,0
4345.859452,6811354,113169352,16
4346.71675,5751716,120290121,6
4347.05919,5264282,107896593,8
4347.595095,6184048,117357042,12
4349.824807,6463792,117340088,10
4351.307517,6404453,114712185,18
4353.037184,5535549,117001004,14
4353.282066,7061428,116221110,2
4353.828943,5717807,118645562,4
4354.489953,6434123,114983452,0
4356.095513,5768670,116475423,16
4356.715032,5675422,118204752,6
4357.126457,6476509,129004584,8
4357.592706,5637275,115017361,12
4359.869943,5789863,117255316,10
4361.307085,6052653,116729736,18
4363.04004,6493463,116661920,14
4363.255951,5917020,105370415,2
4363.825586,6052653,117746989,4
4364.489115,6230672,116153293,0
4365.856931,5798340,114390055,16
4366.735444,6001790,119137234,6
4367.059237,5378723,106082493,8
4367.592951,5819533,115746392,12
4369.827256,5539788,107031929,10
4371.308734,6438362,117679172,18
4373.03835,5866156,118323432,14
4373.25559,6158616,119205051,2
4374.037461,6934272,116678873,4
4374.489319,5925497,118611654,0
4375.855901,5866157,113372803,16
4376.793259,6349352,118187799,6
4377.056058,5425347,117001003,8
4377.593283,5599127,117899577,12
4379.847909,5993313,117272271,10
4381.306931,6006028,117679173,18
4383.038357,5844964,118136935,14
4383.258253,5989075,118357341,2
4383.82606,5857680,118645562,4
4384.488321,6370544,117221409,0
4385.855877,5726284,115441216,16
4386.716294,6925794,118238661,6
4387.058903,6209479,118543837,8
